activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,RVDPPPGHCGZ40J4VQ731,24660,NC,37081,37081014412,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,195000,NA,5.25,NA,2,9280.85,NA,3560.75,2465.75,525,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2823,43.92,70300,86,744,1023,29
2022,RVDPPPGHCGZ40J4VQ731,47220,NJ,34011,34011030401,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,32,1,2,2,2,345000,NA,4.625,NA,2,12924.16,NA,2570.29,2570.29,756,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4045,50.23,72300,86,1257,1494,52
2022,RVDPPPGHCGZ40J4VQ731,99999,LA,22119,22119031400,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,145000,NA,6.625,NA,2,6692.02,NA,2182.88,537.88,55,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2694,21.64,56600,72,961,1471,46
2022,RVDPPPGHCGZ40J4VQ731,45300,FL,12057,12057013903,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Joint,White,Joint,1,1,2,1,1,1,2,2,2,295000,80,6.875,0.286,2,7039,NA,3795,2900,,360,NA,NA,2,2,2,2,365000,2,1,1,1,1,NA,91,41,9,3,2,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,2,1,,,,,10,,,,3390,19.35,82100,86,1006,1379,33
2022,RVDPPPGHCGZ40J4VQ731,41740,CA,6073,6073020312,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,455000,NA,5.75,NA,2,22652.37,NA,10276.53,8536.53,105.06,360,NA,NA,2,2,2,2,465000,2,1,1,1,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4487,46.47,106900,99,1176,1555,41
2022,RVDPPPGHCGZ40J4VQ731,47894,VA,51179,51179010202,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,3,1,1,2,2,2,705000,90.32,6.25,-0.473,2,8514.7,NA,4790,3500,,360,NA,NA,2,2,2,2,775000,1,1,3,5,1,NA,167,50%-60%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,1,,,,,10,,,,6860,28.21,139700,109,2101,2320,36
2022,RVDPPPGHCGZ40J4VQ731,19780,IA,19153,19153011025,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,265000,NA,5.75,NA,2,6350.27,NA,600,,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3791,16.78,98100,132,1195,1349,41
2022,RVDPPPGHCGZ40J4VQ731,36420,OK,40109,40109108235,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,1,1,2,2,2,255000,96.5,6.25,0.631,2,9262.95,NA,2406.75,1411.75,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,70,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,2,3,,,,,10,,,,2620,41.68,84900,143,803,919,13
2022,RVDPPPGHCGZ40J4VQ731,23844,IN,18089,18089042401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,195000,97,6.625,0.657,2,4782.05,NA,3419.1,1969.1,30,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,86,43,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,2,2,,,,,10,,,,6334,79.33,85100,97,2023,2312,52
2022,RVDPPPGHCGZ40J4VQ731,47260,VA,51175,51175200401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,225000,NA,6.625,NA,2,12159.11,NA,5805.94,4555.94,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3599,38.76,93200,97,1118,1463,40
2022,RVDPPPGHCGZ40J4VQ731,40140,CA,6065,6065049002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,565000,NA,5.75,NA,2,26425.93,NA,11095.24,9355.24,68.44,360,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2848,84.55,87400,120,597,752,18
2022,RVDPPPGHCGZ40J4VQ731,36420,OK,40027,40027201405,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,235000,NA,6.5,NA,2,11463.75,NA,3591.75,2301.75,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6593,33.32,84900,139,1825,2368,19
2022,RVDPPPGHCGZ40J4VQ731,24860,SC,45007,45007010200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,32,1,2,2,2,395000,NA,7.125,NA,2,7260.43,NA,1068,,,360,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5828,16.3,80300,82,1629,2228,29
2022,RVDPPPGHCGZ40J4VQ731,20100,DE,10001,10001040700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,355000,NA,6,NA,2,18845.02,NA,9945.67,,1981.89,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5461,55.8,77200,122,1433,1933,37
2022,RVDPPPGHCGZ40J4VQ731,40380,NY,36055,36055010400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,215000,NA,7.125,NA,2,6988.5,NA,1200,,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5268,33.49,91200,103,1636,2022,70
2022,RVDPPPGHCGZ40J4VQ731,33874,PA,42091,42091202302,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,315000,NA,6.5,NA,2,14302.24,NA,4893.91,3988.91,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2390,46.86,131400,95,730,663,66
2022,RVDPPPGHCGZ40J4VQ731,31084,CA,6037,6037910214,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,575000,NA,6.625,NA,2,25972.87,NA,12069.19,,,360,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6336,73.53,91100,122,1130,1511,26
2022,RVDPPPGHCGZ40J4VQ731,39580,NC,37183,37183054004,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,255000,NA,6.125,NA,2,10660.19,NA,4055.97,2860.97,,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5286,45.5,110100,69,1278,1786,38
2022,RVDPPPGHCGZ40J4VQ731,12580,MD,24003,24003731208,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,32,1,2,2,2,415000,NA,5.99,NA,2,21909.99,NA,11896.27,10101.27,5939.72,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3927,18.46,116100,124,1248,1471,55
2022,RVDPPPGHCGZ40J4VQ731,12580,MD,24035,24035811000,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,235000,NA,5.99,NA,2,11821.15,NA,9320,9320,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4710,18.05,116100,95,1320,1806,35
2022,RVDPPPGHCGZ40J4VQ731,41180,MO,29099,29099701102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,285000,95,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,73,40,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,2,2,,,,,7,,,,5285,8.16,96800,74,1922,2335,46
2022,RVDPPPGHCGZ40J4VQ731,32820,TN,47157,47157002400,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,375000,NA,6.25,NA,2,18850.72,NA,2208.62,,,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2352,90.31,76200,39,153,755,46
2022,RVDPPPGHCGZ40J4VQ731,16620,WV,54005,54005958600,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,115000,NA,6.25,NA,2,7006.92,NA,2703.1,1795.53,995,360,NA,NA,2,2,2,2,115000,2,1,1,1,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,1861,4.94,65900,71,743,1018,48
2022,RVDPPPGHCGZ40J4VQ731,12020,GA,13221,13221960206,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,175000,NA,6.125,NA,2,6999.08,NA,3186.71,2171.71,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2540,28.46,82300,72,775,1138,38
2022,RVDPPPGHCGZ40J4VQ731,36420,OK,40017,40017301013,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,275000,91.53,6.5,0.808,2,9826.48,NA,2011.48,1016.48,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,128,40,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,2,3,,,,,10,,,,6444,36.5,84900,142,1196,1614,16
2022,RVDPPPGHCGZ40J4VQ731,47894,VA,51153,51153900301,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,495000,NA,6.375,NA,2,8864.75,NA,5721.25,4331.25,,360,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3301,54.26,139700,76,923,930,44
2022,RVDPPPGHCGZ40J4VQ731,45060,NY,36067,36067003400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,155000,NA,6.625,NA,2,8588.18,NA,3868.84,3043.84,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2673,56.08,91100,52,50,427,62
2022,RVDPPPGHCGZ40J4VQ731,15804,NJ,34007,34007604400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,315000,NA,6.125,NA,2,15524.47,NA,6941.54,5946.54,,360,NA,NA,2,2,2,2,325000,1,1,3,5,2,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3255,13.55,112900,136,1079,1239,0
2022,RVDPPPGHCGZ40J4VQ731,16700,SC,45015,45015020711,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,355000,NA,5.125,NA,2,13449.38,NA,4802.36,3517.36,1.02,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,14020,28,96400,121,3800,3915,6
2022,RVDPPPGHCGZ40J4VQ731,47894,VA,51153,51153900702,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,455000,NA,4,NA,2,16488.88,NA,3282.61,3282.61,,360,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8133,77.34,139700,67,1867,2055,36
2022,RVDPPPGHCGZ40J4VQ731,33124,FL,12086,12086010626,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,425000,NA,4.625,NA,2,12122.24,NA,1730,,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3381,92.72,68300,97,484,575,15
2022,RVDPPPGHCGZ40J4VQ731,48424,FL,12099,12099006008,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,625000,NA,4.99,NA,2,13976.66,NA,0,,73.7,360,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2743,21.76,90300,204,1222,1378,39
2022,RVDPPPGHCGZ40J4VQ731,20020,AL,1067,1067030500,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,205000,NA,6,NA,2,8721.28,NA,4444.71,4444.71,556.72,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6630,23.97,70100,151,2053,2576,41
2022,RVDPPPGHCGZ40J4VQ731,41180,MO,29189,29189214800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,135000,NA,6.625,NA,2,6872.63,NA,2620.54,1325.54,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5481,40.21,96800,77,1294,1969,64
2022,RVDPPPGHCGZ40J4VQ731,38940,FL,12111,12111382008,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,3,2,1,1,1,2,2,2,235000,60.73,6.124,-0.002,2,6793,NA,4016.12,2821.12,962,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,120,20%-<30%,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,45-54,55-64,No,No,2,2,1,,,,,10,,,,8250,53.95,84500,84,2165,3278,28
2022,RVDPPPGHCGZ40J4VQ731,41700,TX,48187,48187210905,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,285000,NA,6.625,NA,2,15415.71,NA,7239.94,5694.94,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3109,35.73,84000,93,800,1262,30
2022,RVDPPPGHCGZ40J4VQ731,36540,NE,31055,31055004700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,145000,NA,6.25,NA,2,9371.25,NA,5194,3300,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3047,14.6,95100,227,817,843,0
2022,RVDPPPGHCGZ40J4VQ731,99999,NC,37163,37163970302,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,235000,NA,5.99,NA,2,3460.5,NA,2115,,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4906,34.57,66900,106,1433,2261,34
2022,RVDPPPGHCGZ40J4VQ731,99999,NE,31033,31033955000,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,165000,NA,6.625,NA,2,6466.32,NA,2881.16,1616.16,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2746,15.84,80900,118,642,1089,47
2022,RVDPPPGHCGZ40J4VQ731,17980,AL,1113,1113030404,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,2,1,1,1,2,2,2,175000,54.53,6.624,-0.255,2,3062.24,NA,1150,,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,76,30%-<36%,9,2,2,,,,,2,,,,,2,2,2,25,,,,2,25,,,,2,2,1,2,2,2,55-64,55-64,No,No,2,2,1,,,,,10,,,,2810,41.14,67500,67,453,1028,51
2022,RVDPPPGHCGZ40J4VQ731,36420,OK,40109,40109108310,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,155000,75,6.25,-0.386,2,2950.83,NA,1149.88,,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,73,42,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,2,2,,,,,10,,,,3026,68.27,84900,72,440,776,35
2022,RVDPPPGHCGZ40J4VQ731,99999,TN,47069,47069950200,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,75000,NA,6.625,NA,2,6192.84,NA,3847.07,2457.07,,360,NA,NA,2,2,2,2,65000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6156,57.29,64700,102,636,1179,39
2022,RVDPPPGHCGZ40J4VQ731,99999,TN,47055,47055920100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,425000,NA,5.625,NA,2,16468.31,NA,6380.46,4815.46,14.91,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3377,10.6,64700,123,1214,1663,34
2022,RVDPPPGHCGZ40J4VQ731,99999,IA,19127,19127951000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,165000,96.5,6.125,0.342,2,7691.1,NA,2936.28,,0.24,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,46,42,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,2,3,,,,,10,,,,4729,37.17,78900,95,1007,1151,45
2022,RVDPPPGHCGZ40J4VQ731,13740,MT,30111,30111001703,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,1,1,2,2,2,315000,NA,5.375,NA,2,10065.76,NA,1495.26,0.26,,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5371,20.05,84800,97,1636,2254,29
2022,RVDPPPGHCGZ40J4VQ731,46220,AL,1125,1125012306,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,32,1,2,2,2,345000,NA,7.125,NA,2,19099.82,NA,9719.82,8129.82,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5432,54.34,73000,98,1648,2462,41
2022,RVDPPPGHCGZ40J4VQ731,19740,CO,8059,8059011724,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,345000,NA,4.375,NA,2,62.32,NA,62.32,10625,,360,NA,NA,2,2,2,2,1115000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7559,18.23,117800,173,2421,2525,20
2022,RVDPPPGHCGZ40J4VQ731,40900,CA,6067,6067007439,NC,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,685000,NA,4.75,NA,2,19315.65,NA,2816.43,981.43,50,360,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4749,47.15,102400,101,1189,1167,25
